,country,id,cl,age_of_biz,onboard_date,stmt_start,stmt_end,-3_inflow,-2_inflow,-1_inflow,-3_outflow,-2_outflow,-1_outflow,-3_net_cash,-2_net_cash,-1_net_cash,-3_end_bal,-2_end_bal,-1_end_bal,cb_report_found,cb_inquiries_l12m,cb_trades_30_plus_l6m,cb_trades_repaid,cb_trades_active
81,Colombia,11864,157000000,18,4/1/2023,12/1/2022,3/1/2023,84600,197000,115000,85400,179000,103000,-840,18200,12900,1340,19500,32400,1,1,3,32,27
82,Colombia,11874,600000000,40,4/1/2023,12/1/2022,3/1/2023,392000,672000,521000,350000,717000,520000,42600,-45000,1120,45800,740,1860,1,4,10,28,80
83,Colombia,11875,450000000,7,4/1/2023,12/1/2022,3/1/2023,27200000,20400000,16400000,18000000,21700000,17500000,9160000,-1270000,-1160000,14200000,13000000,11800000,1,2,0,0,5
84,Colombia,11879,225000000,2,4/1/2023,12/1/2022,3/1/2023,31000000,23200000,28000000,30800000,23400000,28100000,241000,-189000,-56800,251000,61900,5160,1,1,1,2,49
85,Colombia,11892,48000000,19,4/1/2023,12/1/2022,3/1/2023,250000,268000,312000,249000,266000,314000,1280,1720,-1890,2420,4150,2260,1,1,0,0,3
86,Colombia,11898,73000000,43,4/1/2023,12/1/2022,3/1/2023,372000,295000,270000,260000,291000,302000,112000,4460,-32400,247000,252000,219000,1,0,0,3,3
87,Colombia,11880,100000000,7,5/1/2023,1/1/2023,4/1/2023,432000,633000,498000,436000,613000,475000,-4060,19200,22600,4110,23300,46000,1,1,3,9,13
88,Colombia,11891,100000,9,5/1/2023,1/1/2023,4/1/2023,24100,13,19500,72300,668,52400,-48200,-655,-32900,57100,56400,23500,1,0,0,0,0
89,Colombia,11920,73000000,5,5/1/2023,1/1/2023,4/1/2023,205000,153000,219000,221000,191000,180000,-16000,-37800,38700,116000,78600,117000,1,3,0,1,6
90,Colombia,12033,48600000,3,5/1/2023,1/1/2023,4/1/2023,107000,215000,317000,296000,218000,309000,-189000,-3620,8200,27300,23600,31800,1,4,1,2,16
91,Colombia,12034,45000000,5,5/1/2023,1/1/2023,4/1/2023,128000,193000,451000,131000,179000,174000,-3320,14000,277000,4780,18700,295000,1,2,0,2,2
92,Colombia,12160,100000000,38,6/1/2023,2/1/2023,5/1/2023,235000,160000,160000,213000,167000,206000,21800,-7000,-45400,68100,61100,15700,1,3,0,3,13
93,Colombia,11799,12000,16,4/1/2023,12/1/2022,3/1/2023,116000,150000,170000,433000,141000,116000,-317000,9010,54000,149000,158000,212000,1,1,0,3,12
94,Colombia,12037,15000,12,7/1/2023,3/1/2023,6/1/2023,234000,210000,301000,163000,260000,254000,71300,-50300,46400,104000,53600,100000,0,,,,
95,Colombia,12876,173000,62,7/1/2023,3/1/2023,6/1/2023,16400000,6490000,7390000,16500000,6730000,7510000,-133000,-242000,-118000,362000,120000,2440,1,10,9,64,90
96,Italy,11018,4500,3,1/1/2023,9/1/2022,12/1/2022,168000,47900,34300,173000,61600,27500,-5310,-13700,6770,22800,9140,15900,0,,,,
97,Italy,11821,3000,4,4/1/2023,12/1/2022,3/1/2023,54500,12400,9980,52000,13800,9130,2540,-1390,845,2890,1500,2340,0,,,,
98,Mexico,10858,290000,7,1/1/2023,9/1/2022,12/1/2022,194000,270000,184000,191000,267000,195000,3250,3940,-10400,22200,26100,15700,1,7,0,2,1
99,Mexico,10869,26000,6,1/1/2023,9/1/2022,12/1/2022,3970000,3520000,2820000,3960000,3620000,2750000,8220,-99000,70500,144000,45200,116000,1,18,0,4,1
100,Mexico,10915,80000,6,1/1/2023,9/1/2022,12/1/2022,76600,81200,152000,169000,80800,153000,-92800,328,-593,451,779,185,1,0,0,0,0
101,Mexico,10927,100000,10,1/1/2023,9/1/2022,12/1/2022,487000,176000,65300,487000,176000,67000,0,0,-1650,1670,1670,14,1,1,0,1,0
102,Mexico,10929,100000,5,1/1/2023,9/1/2022,12/1/2022,902000,539000,108000,871000,569000,94500,30800,-29600,13700,32500,2830,16500,1,0,0,0,0
103,Mexico,10962,500000,35,1/1/2023,9/1/2022,12/1/2022,1100000,1390000,1200000,1150000,1380000,1210000,-48400,11200,-16500,10900,22100,5560,1,12,0,3,4
104,Mexico,10970,228000,3,1/1/2023,9/1/2022,12/1/2022,111000,138000,173000,135000,38100,206000,-24400,99500,-32500,30800,130000,97800,1,0,0,0,0
105,Mexico,10980,230000,3,1/1/2023,9/1/2022,12/1/2022,221000,316000,203000,219000,316000,192000,1160,-312,11700,3430,3120,14800,1,16,0,1,2
106,Mexico,11014,500000,3,1/1/2023,9/1/2022,12/1/2022,276000,315000,575000,275000,337000,572000,695,-22000,2690,64800,42800,45500,1,3,0,0,1
107,Mexico,11025,1000000,9,1/1/2023,9/1/2022,12/1/2022,2040000,2640000,1860000,1990000,2580000,2030000,45000,62400,-167000,146000,209000,41900,1,38,0,4,12
108,Mexico,11079,20000,5,1/1/2023,9/1/2022,12/1/2022,39800,28000,27400,39700,31100,26700,53,-3090,691,4030,932,1620,1,15,0,0,3
109,Mexico,11085,285000,4,1/1/2023,9/1/2022,12/1/2022,148000,243000,523000,132000,224000,535000,15700,19100,-12000,18900,38000,26000,1,0,0,0,0
110,Mexico,11150,460000,19,1/1/2023,9/1/2022,12/1/2022,374000,254000,473000,371000,257000,471000,2550,-2860,1220,4450,1590,2810,1,19,0,13,17
111,Mexico,11166,23000,20,1/1/2023,9/1/2022,12/1/2022,298000,356000,1230000,215000,326000,1280000,83000,30200,-51600,90200,120000,68900,1,8,0,97,15
112,Mexico,11209,1000000,15,1/1/2023,9/1/2022,12/1/2022,0,14200,13100,311,13900,13100,-311,269,-21,557,826,806,1,20,0,10,38
113,Mexico,10509,220000,7,2/1/2023,10/1/2022,1/1/2023,322000,103000,183000,284000,134000,187000,38500,-31400,-4580,40800,9420,4840,1,6,0,3,7
114,Mexico,10652,600000,39,2/1/2023,10/1/2022,1/1/2023,473000,757000,640000,471000,754000,632000,1760,2890,7140,11300,14200,21300,1,18,0,389,64
115,Mexico,10883,240000,4,2/1/2023,10/1/2022,1/1/2023,136000,220000,295000,135000,222000,290000,644,-1340,5210,1790,450,5660,1,9,0,10,3
116,Mexico,10998,580000,19,2/1/2023,10/1/2022,1/1/2023,575000,419000,552000,570000,405000,561000,5310,14000,-8570,11500,25500,16900,1,11,1,6,8
117,Mexico,11081,80000,8,2/1/2023,10/1/2022,1/1/2023,84700,125000,181000,81600,124000,189000,3130,367,-8450,11600,12000,3560,1,0,0,0,0
118,Mexico,11125,800000,14,2/1/2023,10/1/2022,1/1/2023,79800,84500,13300,86000,86700,16600,-6220,-2170,-3380,12000,9860,6480,1,1,0,1,2
119,Mexico,11135,600000,2,2/1/2023,10/1/2022,1/1/2023,497000,519000,808000,451000,515000,581000,45300,3560,228000,115000,119000,347000,1,15,0,0,2
120,Mexico,11164,1200000,9,2/1/2023,10/1/2022,1/1/2023,799000,1040000,935000,788000,1110000,880000,11700,-66900,55100,308000,241000,296000,1,47,1,5,11
121,Mexico,11180,80000,5,2/1/2023,10/1/2022,1/1/2023,144000,110000,122000,145000,111000,122000,-505,-47,-20,68,21,1,1,12,0,3,11
122,Mexico,11182,870000,2,2/1/2023,10/1/2022,1/1/2023,8650,2340,55200,8720,1780,19000,-71,559,36200,903,1460,37700,1,0,0,0,0
123,Mexico,11198,80000,13,2/1/2023,10/1/2022,1/1/2023,37100,37300,41300,35700,36100,43800,1380,1110,-2520,1480,2580,60,1,3,0,121,15
124,Mexico,11200,40000,7,2/1/2023,10/1/2022,1/1/2023,815000,690000,982000,821000,690000,982000,-6180,122,-50,26,149,98,1,11,0,0,2
125,Mexico,11237,170000,7,2/1/2023,10/1/2022,1/1/2023,107000,238000,111000,111000,130000,214000,-3780,108000,-102000,15500,124000,21400,1,14,0,0,2
126,Mexico,11239,200000,6,2/1/2023,10/1/2022,1/1/2023,190000,246000,353000,185000,244000,345000,4130,2440,7230,118000,120000,127000,1,0,0,0,0
127,Mexico,11249,800000,12,2/1/2023,10/1/2022,1/1/2023,481000,543000,787000,473000,553000,756000,8580,-10500,30400,11500,1030,31500,1,11,0,0,1
128,Mexico,11256,340000,11,2/1/2023,10/1/2022,1/1/2023,148000,124000,144000,118000,136000,143000,29900,-12400,1210,35600,23100,24300,1,1,0,9,1
129,Mexico,11264,100000,4,2/1/2023,10/1/2022,1/1/2023,191000,203000,66900,189000,162000,97900,1870,40600,-31000,29700,70400,39400,1,24,0,1,6
130,Mexico,11265,500000,8,2/1/2023,10/1/2022,1/1/2023,268000,232000,247000,264000,312000,246000,4340,-79800,1100,98700,18900,20000,1,5,0,0,1
131,Mexico,11276,200000,2,2/1/2023,10/1/2022,1/1/2023,5830,7200,7180,6150,4640,8120,-319,2560,-940,3950,6510,5570,1,0,0,0,0
132,Mexico,11278,30000,2,2/1/2023,10/1/2022,1/1/2023,60800,14000,92600,75800,20300,100000,-14900,-6280,-7710,49900,43600,35900,1,0,0,0,0
133,Mexico,11283,160000,85,2/1/2023,10/1/2022,1/1/2023,83200,111000,71500,105000,119000,51800,-22200,-7970,19700,23900,15900,35600,1,7,0,3,0
134,Mexico,11336,200000,11,2/1/2023,10/1/2022,1/1/2023,132000,170000,127000,145000,160000,123000,-12900,10100,4450,10000,20100,24600,1,8,0,4,2
135,Mexico,11351,400000,8,2/1/2023,10/1/2022,1/1/2023,599000,500000,813000,604000,493000,824000,-5170,6510,-11500,9050,15600,4030,1,47,0,15,11
136,Mexico,11390,200000,13,2/1/2023,10/1/2022,1/1/2023,364000,197000,646000,564000,252000,559000,-200000,-54900,86900,96400,41500,128000,1,23,0,0,7
137,Mexico,11407,400000,16,2/1/2023,10/1/2022,1/1/2023,305000,260000,303000,251000,276000,314000,53100,-15600,-10300,101000,85800,75500,1,0,0,2,3
138,Mexico,11411,160000,4,2/1/2023,10/1/2022,1/1/2023,94300,50700,52100,91700,49700,56700,2600,913,-4620,6600,7520,2900,1,7,0,0,0
139,Mexico,11462,6000000,15,2/1/2023,10/1/2022,1/1/2023,3650000,2740000,2930000,3440000,2780000,3090000,205000,-39100,-158000,400000,361000,203000,1,5,0,72,4
140,Mexico,11466,60000,7,2/1/2023,10/1/2022,1/1/2023,74300,83400,89100,94700,83000,93000,-20400,407,-3840,8910,9310,5480,1,0,0,1,2
141,Mexico,11483,2000000,27,2/1/2023,10/1/2022,1/1/2023,883000,810000,421000,891000,811000,421000,-8020,-803,273,3030,2220,2500,1,19,0,87,15
142,Mexico,11506,200000,12,2/1/2023,10/1/2022,1/1/2023,4160000,3920000,4100000,4160000,3920000,4100000,4270,-4270,0,4270,0,0,1,42,0,11,32
143,Mexico,11507,900000,7,2/1/2023,10/1/2022,1/1/2023,409000,680000,443000,402000,645000,479000,6550,35200,-36300,21000,56200,19900,1,8,0,4,12
144,Mexico,11561,1000000,17,2/1/2023,10/1/2022,1/1/2023,2980000,3840000,3260000,3000000,3790000,3230000,-21200,54400,33600,27700,82100,116000,1,31,0,24,47
145,Mexico,10964,520000,26,3/1/2023,11/1/2022,2/1/2023,669000,527000,486000,701000,522000,471000,-31700,4830,15000,6590,11400,26400,1,17,0,5,2
146,Mexico,11401,500000,10,3/1/2023,11/1/2022,2/1/2023,504000,1310000,330000,514000,1300000,320000,-9810,3430,10600,889,4320,14900,1,20,0,3,0
147,Mexico,11533,1500000,1,3/1/2023,11/1/2022,2/1/2023,1880000,2220000,2090000,1220000,2540000,2040000,660000,-318000,50800,737000,420000,471000,1,3,0,0,1
148,Mexico,11559,3000000,15,3/1/2023,11/1/2022,2/1/2023,9120000,15200000,9010000,9120000,15200000,9010000,-3620,638,1300,8660,9300,10600,1,15,0,3,4
149,Mexico,11572,900000,39,3/1/2023,11/1/2022,2/1/2023,1040000,702000,688000,1030000,704000,690000,4630,-1450,-1750,4740,3300,1550,1,17,0,65,9
150,Mexico,11578,200000,11,3/1/2023,11/1/2022,2/1/2023,96600,115000,102000,95800,116000,102000,813,-1510,200,1840,329,529,1,13,0,5,5
151,Mexico,11579,50000,2,3/1/2023,11/1/2022,2/1/2023,132000,805000,33900,6,702000,82500,132000,103000,-48600,141000,243000,194000,1,0,0,0,0
152,Mexico,11595,2000000,12,3/1/2023,11/1/2022,2/1/2023,3680000,4510000,4850000,3660000,4420000,4960000,13000,93200,-111000,36600,130000,18900,1,13,0,91,51
153,Mexico,11614,1500000,34,3/1/2023,11/1/2022,2/1/2023,2070000,3210000,2450000,2250000,3220000,2410000,-179000,-18800,40400,53200,34400,74800,1,8,0,31,5
154,Mexico,11615,10000,3,3/1/2023,11/1/2022,2/1/2023,233000,95000,105000,232000,94000,102000,653,1050,2760,1730,2780,5540,1,18,0,2,2
155,Mexico,11618,3000000,5,3/1/2023,11/1/2022,2/1/2023,469000,649000,378000,451000,673000,377000,18000,-24000,979,132000,108000,109000,1,11,0,1,4
156,Mexico,11648,13000,9,3/1/2023,11/1/2022,2/1/2023,181000,315000,200000,184000,287000,238000,-3690,28400,-38100,12200,40600,2540,1,15,0,3,5
157,Mexico,11657,200000,11,3/1/2023,11/1/2022,2/1/2023,191000,302000,155000,203000,300000,157000,-12100,1490,-1710,8920,10400,8700,1,27,0,4,17
158,Mexico,11671,25000,33,3/1/2023,11/1/2022,2/1/2023,235000,60000,142000,375000,343000,182000,-140000,-283000,-39900,455000,172000,132000,1,1,0,3,0
159,Mexico,11672,280000,21,3/1/2023,11/1/2022,2/1/2023,153000,133000,138000,156000,123000,129000,-2870,10600,8710,17500,28200,36900,1,17,0,5,13
160,Mexico,11678,50000,0,3/1/2023,11/1/2022,2/1/2023,296000,418000,257000,297000,419000,263000,-588,-1200,-5420,28500,27300,21800,1,8,1,22,4
161,Mexico,11708,500000,4,3/1/2023,11/1/2022,2/1/2023,5960000,5180000,2950000,5960000,4810000,3190000,3530,366000,-242000,15800,382000,140000,1,25,0,2,8
162,Mexico,11717,200000,15,3/1/2023,11/1/2022,2/1/2023,110000,93700,77900,111000,93200,77900,-479,454,12,103,557,569,1,0,0,0,1
163,Mexico,10588,300000,3,4/1/2023,12/1/2022,3/1/2023,129000,39600,39300,155000,33300,35300,-26800,6340,4080,4780,11100,15200,1,0,0,0,0
164,Mexico,11141,500000,14,4/1/2023,12/1/2022,3/1/2023,1140000,179000,251000,1140000,159000,274000,2930,20000,-22400,2980,23000,562,1,14,0,1,2
165,Mexico,11284,1000000,16,4/1/2023,12/1/2022,3/1/2023,1610000,517000,273000,1610000,488000,249000,-845,29400,24400,1290,30700,55200,1,4,0,77,4
166,Mexico,11699,500000,1,4/1/2023,12/1/2022,3/1/2023,1090000,583000,900000,292000,943000,1330000,802000,-360000,-433000,813000,453000,19800,1,0,0,0,0
167,Mexico,11707,1000000,7,4/1/2023,12/1/2022,3/1/2023,462000,473000,418000,458000,481000,430000,3840,-7510,-12900,21000,13500,564,1,28,0,2,9
168,Mexico,11718,36000,2,4/1/2023,12/1/2022,3/1/2023,137000,60400,19000,93900,138000,58800,43600,-77800,-39800,141000,63300,23500,1,0,0,0,0
169,Mexico,11786,800000,10,4/1/2023,12/1/2022,3/1/2023,1110000,532000,555000,1170000,431000,657000,-55000,101000,-102000,39100,141000,38800,1,5,0,2,1
170,Mexico,11802,200000,10,4/1/2023,12/1/2022,3/1/2023,129000,109000,103000,128000,110000,103000,320,-305,44,322,17,61,1,3,0,6,1
171,Mexico,11811,1500000,8,4/1/2023,12/1/2022,3/1/2023,492000,1050000,442000,1100000,652000,733000,-613000,402000,-291000,419000,820000,529000,1,6,0,1,3
172,Mexico,11839,700000,11,4/1/2023,12/1/2022,3/1/2023,748000,210000,271000,482000,479000,363000,266000,-269000,-92100,513000,244000,151000,1,3,0,0,1
173,Mexico,11840,400000,4,4/1/2023,12/1/2022,3/1/2023,194000,318000,327000,188000,306000,337000,6210,11700,-10100,6860,18500,8470,1,2,0,0,1
174,Mexico,11883,2400000,14,4/1/2023,12/1/2022,3/1/2023,2740000,3760000,3930000,2730000,3590000,4100000,2890,164000,-172000,18000,181000,10400,1,39,0,87,21
175,Mexico,11901,300000,2,4/1/2023,12/1/2022,3/1/2023,328000,311000,308000,328000,311000,307000,-10,95,648,67,163,811,1,5,0,0,1
176,Mexico,11908,240000,8,4/1/2023,12/1/2022,3/1/2023,226000,160000,335000,210000,161000,339000,16600,-1530,-3420,23500,22000,18600,1,11,0,16,10
177,Mexico,11859,40000,29,4/1/2023,12/1/2022,3/1/2023,959000,619000,263000,980000,274000,322000,-20700,345000,-58400,41100,386000,328000,1,11,0,74,35
178,Mexico,11912,23500,8,4/1/2023,12/1/2022,3/1/2023,393000,554000,187000,389000,572000,159000,3840,-17600,27300,53100,35500,62700,1,0,0,1,2
179,Mexico,11771,1000000,85,5/1/2023,1/1/2023,4/1/2023,1120000,473000,629000,1280000,456000,658000,-159000,17400,-29300,25200,42500,13200,1,15,0,0,0
180,Mexico,11785,200000,5,5/1/2023,1/1/2023,4/1/2023,54400,36300,31700,62800,33400,34900,-8360,2890,-3180,4830,7720,4530,1,2,0,0,0
181,Mexico,11810,100000,5,5/1/2023,1/1/2023,4/1/2023,64500,213000,181000,74800,82800,307000,-10300,130000,-126000,5580,136000,9960,1,2,0,0,0
182,Mexico,11900,980000,25,5/1/2023,1/1/2023,4/1/2023,904000,911000,1130000,820000,1080000,1060000,83900,-170000,75600,221000,51200,127000,1,13,0,4,3
183,Mexico,11916,600000,20,5/1/2023,1/1/2023,4/1/2023,9590000,8650000,8360000,9610000,8660000,8310000,-10300,-5840,47400,9920,4070,51500,1,23,0,16,2
184,Mexico,11917,1000000,4,6/1/2023,2/1/2023,5/1/2023,871000,964000,1040000,978000,966000,1030000,-107000,-2190,4720,11500,9350,14100,1,6,0,0,1
185,Mexico,12859,45000,6,6/1/2023,2/1/2023,5/1/2023,1380000,682000,643000,761000,737000,1490000,615000,-55400,-850000,1160000,1100000,255000,0,,,,
186,Mexico,12882,20000,23,7/1/2023,3/1/2023,6/1/2023,236000,220000,188000,235000,209000,195000,837,11600,-7460,2030,13600,6130,1,2,0,186,8
187,United Kingdom,10754,2500,4,1/1/2023,9/1/2022,12/1/2022,49600,67100,85500,50700,68400,93600,-1100,-1330,-8150,12800,11500,3360,1,0,0,0,0
188,United Kingdom,10838,7000,2,1/1/2023,9/1/2022,12/1/2022,67500,142000,96500,67300,116000,88500,250,26200,8030,6560,32700,40700,1,0,0,0,0
189,United Kingdom,10849,15000,4,1/1/2023,9/1/2022,12/1/2022,233000,188000,220000,242000,198000,201000,-8790,-9530,18700,19100,9560,28300,1,0,0,0,0
190,United Kingdom,10920,17000,9,1/1/2023,9/1/2022,12/1/2022,107000,119000,155000,101000,114000,183000,5400,5240,-27800,33200,38200,10300,1,0,0,0,0
191,United Kingdom,10942,1000,3,1/1/2023,9/1/2022,12/1/2022,7400,9920,74700,9670,9050,74500,-2270,868,138,178,1050,1180,1,0,0,0,0
192,United Kingdom,10983,17000,11,1/1/2023,9/1/2022,12/1/2022,815000,956000,668000,941000,1000000,577000,-126000,-44000,90400,256000,212000,303000,1,0,0,0,0
193,United Kingdom,11111,3500,4,1/1/2023,9/1/2022,12/1/2022,68600,128000,27600,68500,97600,53400,118,30600,-25800,2790,33300,7580,1,6,0,0,0
194,United Kingdom,10977,10000,86,2/1/2023,10/1/2022,1/1/2023,512000,667000,370000,525000,633000,412000,-12700,34000,-42600,11300,45300,2700,1,1,0,0,0
195,United Kingdom,11074,1500,6,2/1/2023,10/1/2022,1/1/2023,22300,30800,64000,22900,30700,60700,-548,77,3320,151,228,3550,1,0,0,0,0
196,United Kingdom,11243,3000,4,2/1/2023,10/1/2022,1/1/2023,41200,47400,73100,42500,48200,73400,-1300,-883,-346,1500,616,269,1,0,0,0,0
197,United Kingdom,11286,5000,6,2/1/2023,10/1/2022,1/1/2023,101000,164000,76700,103000,121000,81900,-2360,42600,-5160,-2820,39800,34600,1,1,0,0,0
198,United Kingdom,11323,10000,25,2/1/2023,10/1/2022,1/1/2023,501000,94800,303000,717000,0,363000,-216000,94800,-60700,1050000,1150000,1090000,1,0,0,0,0
199,United Kingdom,11353,30000,3,2/1/2023,10/1/2022,1/1/2023,313000,714000,398000,260000,704000,403000,53400,9830,-4910,84500,94400,89400,1,0,0,0,0
200,United Kingdom,11366,100000,25,2/1/2023,10/1/2022,1/1/2023,799000,449000,2290000,1350000,677000,1710000,-547000,-229000,581000,1600000,1370000,1950000,1,0,0,0,0
201,United Kingdom,11567,7000,6,2/1/2023,10/1/2022,1/1/2023,62400,51200,51900,63700,42800,55900,-1300,8350,-3980,52100,60500,56500,1,0,0,0,0
202,United Kingdom,11510,57500,21,3/1/2023,11/1/2022,2/1/2023,2330000,1950000,1410000,1870000,2480000,1250000,460000,-526000,155000,1360000,833000,988000,1,1,0,0,0
203,United Kingdom,11800,5000,3,3/1/2023,11/1/2022,2/1/2023,96500,94000,54600,105000,71200,75600,-8170,22800,-21000,771,23600,2550,1,0,0,0,0
204,United Kingdom,11611,5000,4,4/1/2023,12/1/2022,3/1/2023,268000,2690,0,71300,97500,119000,197000,-94800,-119000,467000,372000,253000,0,,,,
205,United Kingdom,11828,3000,16,4/1/2023,12/1/2022,3/1/2023,25300,14300,15300,23500,9130,16300,1840,5170,-953,9060,14200,13300,1,0,0,0,0
206,United Kingdom,11852,1500,2,4/1/2023,12/1/2022,3/1/2023,29100,32800,50600,16500,34000,46300,12500,-1130,4320,29900,28800,33100,1,0,0,0,0
207,United States of America,10696,2500,4,1/1/2023,9/1/2022,12/1/2022,26200,14600,32000,24100,50200,13900,2090,-35500,18100,47600,12100,30200,1,0,0,0,6
208,United States of America,11097,6000,5,1/1/2023,9/1/2022,12/1/2022,50000,110000,148000,78300,109000,147000,-28300,493,864,949,1440,2310,0,,,,
209,United States of America,11099,3000,4,1/1/2023,9/1/2022,12/1/2022,46700,53900,44200,54100,59900,33200,-7310,-5980,11000,7130,1160,12100,1,0,0,0,4
210,United States of America,11167,350000,13,1/1/2023,9/1/2022,12/1/2022,3540000,3180000,3360000,3430000,3190000,3380000,111000,-6510,-20000,170000,163000,143000,1,34,2,0,5
211,United States of America,11250,85000,10,1/1/2023,9/1/2022,12/1/2022,933000,910000,960000,890000,950000,790000,42700,-39300,170000,611000,571000,741000,1,0,0,5,0
212,United States of America,10425,10000,13,2/1/2023,10/1/2022,1/1/2023,347000,130000,92400,242000,126000,90100,105000,3390,2300,170000,6880,9180,1,0,0,5,0
213,United States of America,11258,30000,4,2/1/2023,10/1/2022,1/1/2023,449000,321000,154000,513000,403000,188000,-64400,-81800,-34600,733000,651000,616000,0,,,,
214,United States of America,11261,2000,3,2/1/2023,10/1/2022,1/1/2023,41700,40300,36700,49800,45800,43500,-8060,-5510,-6770,19600,14100,7330,0,,,,
215,United States of America,11468,10000,2,2/1/2023,10/1/2022,1/1/2023,1220,904,6070000,250000,148000,250000,-249000,-147000,5820000,495000,348000,6170000,0,,,,
216,United States of America,11469,25000,3,2/1/2023,10/1/2022,1/1/2023,158000,84500,140000,178000,142000,146000,-20200,-57700,-6830,119000,61600,54700,1,0,0,0,0
217,United States of America,11515,18000,4,2/1/2023,10/1/2022,1/1/2023,266000,275000,136000,283000,181000,203000,-17900,94600,-67600,42000,137000,69000,1,0,0,0,0
218,Mexico,12942,55000,28,9/1/2023,5/1/2023,8/1/2023,7930000,6080000,4710000,7920000,6070000,4730000,2420,18100,-17900,53400,71500,53700,1,12,8,182,25
219,United States of America,11575,20000,13,2/1/2023,10/1/2022,1/1/2023,523000,686000,414000,527000,661000,452000,-4200,25600,-37600,30000,55600,18000,1,12,0,0,6
220,United States of America,11518,60000,8,3/1/2023,11/1/2022,2/1/2023,953000,1090000,963000,1060000,1210000,885000,-108000,-117000,78400,236000,118000,197000,0,,,,
221,Mexico,14044,53000,19,9/1/2023,5/1/2023,8/1/2023,1690000,3350000,1440000,1690000,3190000,1590000,5660,164000,-152000,15500,179000,27500,1,7,0,0,2
222,United States of America,11686,10000,10,3/1/2023,11/1/2022,2/1/2023,221000,196000,213000,274000,220000,218000,-52700,-24000,-5280,658000,634000,629000,0,,,,
223,Mexico,5007,320000,13,12/1/2022,8/1/2022,11/1/2022,450000,298000,294000,429000,278000,320000,21000,20200,-26400,24100,44400,18000,1,18,0,10,6
224,Mexico,10712,300000,4,12/1/2022,8/1/2022,11/1/2022,499000,624000,664000,477000,639000,670000,21200,-15400,-5770,23900,8500,2740,1,1,0,0,0
225,Mexico,10436,500000,58,12/1/2022,8/1/2022,11/1/2022,1250000,1880000,994000,1250000,1830000,1020000,1390,50200,-23900,30100,80400,56500,1,1,0,0,3
226,Mexico,10062,500000,1,12/1/2022,8/1/2022,11/1/2022,266000,1210000,563000,274000,1290000,545000,-8230,-78700,18300,123000,44400,62700,1,1,0,1,0
227,Mexico,10806,160000,1,12/1/2022,8/1/2022,11/1/2022,94500,92000,142000,109000,102000,148000,-14600,-9950,-6490,24400,14500,7960,1,1,0,0,0
228,Mexico,10602,500000,4,12/1/2022,8/1/2022,11/1/2022,1670000,1350000,1620000,1510000,1530000,1650000,159000,-177000,-31600,479000,302000,270000,1,19,0,2,18
229,Mexico,10347,200000,16,12/1/2022,8/1/2022,11/1/2022,946000,704000,711000,796000,1070000,669000,150000,-370000,42800,448000,77400,120000,1,1,0,0,0
230,Mexico,10163,1500,2,12/1/2022,8/1/2022,11/1/2022,27300,56500,28300,25800,49600,30100,1510,6890,-1860,10400,17300,15400,1,4,0,0,2
231,Mexico,9629,65000,1,12/1/2022,8/1/2022,11/1/2022,322000,419000,952000,481000,418000,754000,-159000,1470,198000,19500,21000,219000,1,6,0,0,1
232,Mexico,10265,500000,18,12/1/2022,8/1/2022,11/1/2022,353000,364000,251000,353000,363000,252000,12,757,-903,1010,1770,866,1,1,0,8,5
233,Mexico,10631,1000000,2,12/1/2022,8/1/2022,11/1/2022,377000,311000,412000,357000,306000,445000,19800,5310,-32200,55700,61000,28700,1,7,1,1,5
234,Mexico,10625,1000000,28,12/1/2022,8/1/2022,11/1/2022,2000000,893000,2390000,1930000,927000,2340000,70200,-34500,45000,91900,57300,102000,1,3,0,2,3
235,Mexico,10632,1000000,7,12/1/2022,8/1/2022,11/1/2022,2270000,2080000,2020000,2240000,2140000,2010000,26300,-56300,13800,74300,17900,31700,1,14,0,10,12
